timestamp,X,Y,Z,timestamp2,esito_positivo
1466756876,1766,1768,1766,1466757802,2
1466756887,1766,1768,1766,1466757801,2
1466756887,1766,1768,1766,1466757801,2
1466756887,1766,1768,1766,1466757802,2
1466791035,1773,1766,1773,1466791950,2
1466791035,1773,1766,1773,1466791950,2
1466791035,1773,1766,1773,1466791950,2
1466791035,1773,1766,1773,1466791950,2
1466791168,1773,1766,1773,1466791950,2
1466791168,1773,1766,1773,1466791950,2
1466791168,1773,1766,1773,1466791950,2
1466791168,1773,1766,1773,1466791950,2
1466791950,1766,1773,1766,1466793104,2
1466791950,1766,1773,1766,1466793104,2
1466791950,1766,1773,1766,1466793104,2
1466791950,1766,1773,1766,1466793104,2
1466932297,1935,2021,1935,1466933094,2
1466932297,1935,2021,1935,1466933095,2
1466932316,1935,2021,1935,1466933094,2
1466932316,1935,2021,1935,1466933095,2
1466932815,1935,2021,1935,1466933094,2
1466932815,1935,2021,1935,1466933095,2
1466932819,1935,2021,1935,1466933094,2
1466932819,1935,2021,1935,1466933095,2
1466932824,1935,2021,1935,1466933094,2
1466932824,1935,2021,1935,1466933095,2
1466932833,1935,2021,1935,1466933094,2
1466932833,1935,2021,1935,1466933095,2
1466932837,1935,2021,1935,1466933094,2
1466932837,1935,2021,1935,1466933095,2
1467205062,2030,1935,2030,1467205099,2
1467205062,2030,1935,2030,1467205159,2
1467205062,2030,1935,2030,1467205477,2
1467205062,2030,1935,2030,1467205531,2
1467205062,2030,1935,2030,1467205566,2
1467205062,2030,1935,2030,1467205609,2
1467205062,2030,1935,2030,1467205657,2
1467205062,2030,1935,2030,1467205694,2
1467205062,2030,1935,2030,1467205755,2
1467205062,2030,1935,2030,1467205947,2
1467205062,2030,1935,2030,1467206336,2
1467205062,2030,1935,2030,1467206409,2
1467205062,2030,1935,2030,1467206467,2
1467205062,2030,1935,2030,1467206661,2
1467205067,2030,1935,2030,1467205099,2
1467205067,2030,1935,2030,1467205159,2
1467205067,2030,1935,2030,1467205477,2
1467205067,2030,1935,2030,1467205531,2
1467205067,2030,1935,2030,1467205566,2
1467205067,2030,1935,2030,1467205609,2
1467205067,2030,1935,2030,1467205657,2
1467205067,2030,1935,2030,1467205694,2
1467205067,2030,1935,2030,1467205755,2
1467205067,2030,1935,2030,1467205947,2
1467205067,2030,1935,2030,1467206336,2
1467205067,2030,1935,2030,1467206409,2
1467205067,2030,1935,2030,1467206467,2
1467205067,2030,1935,2030,1467206661,2
1467205075,2030,1935,2030,1467205099,2
1467205075,2030,1935,2030,1467205159,2
1467205075,2030,1935,2030,1467205477,2
1467205075,2030,1935,2030,1467205531,2
1467205075,2030,1935,2030,1467205566,2
1467205075,2030,1935,2030,1467205609,2
1467205075,2030,1935,2030,1467205657,2
1467205075,2030,1935,2030,1467205694,2
1467205075,2030,1935,2030,1467205755,2
1467205075,2030,1935,2030,1467205947,2
1467205075,2030,1935,2030,1467206336,2
1467205075,2030,1935,2030,1467206409,2
1467205075,2030,1935,2030,1467206467,2
1467205075,2030,1935,2030,1467206661,2
1467205099,1935,2030,1935,1467205106,2
1467205099,1935,2030,1935,1467205114,2
1467205099,1935,2030,1935,1467205123,2
1467205099,1935,2030,1935,1467205129,2
1467205099,1935,2030,1935,1467205138,2
1467205099,1935,2030,1935,1467205297,2
1467205099,1935,2030,1935,1467205307,2
1467205099,1935,2030,1935,1467205314,2
1467205099,1935,2030,1935,1467205453,2
1467205099,1935,2030,1935,1467205459,2
1467205099,1935,2030,1935,1467205465,2
1467205099,1935,2030,1935,1467205470,2
1467205099,1935,2030,1935,1467205486,2
1467205099,1935,2030,1935,1467205495,2
1467205099,1935,2030,1935,1467205500,2
1467205099,1935,2030,1935,1467205509,2
1467205099,1935,2030,1935,1467205517,2
1467205099,1935,2030,1935,1467205524,2
1467205099,1935,2030,1935,1467205538,2
1467205099,1935,2030,1935,1467205547,2
1467205099,1935,2030,1935,1467205553,2
1467205099,1935,2030,1935,1467205559,2
1467205099,1935,2030,1935,1467205572,2
1467205099,1935,2030,1935,1467205579,2
1467205099,1935,2030,1935,1467205585,2
1467205099,1935,2030,1935,1467205591,2
1467205099,1935,2030,1935,1467205598,2
1467205099,1935,2030,1935,1467205602,2
1467205099,1935,2030,1935,1467205615,2
1467205099,1935,2030,1935,1467205621,2
1467205099,1935,2030,1935,1467205630,2
1467205099,1935,2030,1935,1467205636,2
1467205099,1935,2030,1935,1467205642,2
1467205099,1935,2030,1935,1467205650,2
1467205099,1935,2030,1935,1467205664,2
1467205099,1935,2030,1935,1467205673,2
1467205099,1935,2030,1935,1467205682,2
1467205099,1935,2030,1935,1467205687,2
1467205099,1935,2030,1935,1467205700,2
1467205099,1935,2030,1935,1467205706,2
1467205099,1935,2030,1935,1467205713,2
1467205099,1935,2030,1935,1467205719,2
1467205099,1935,2030,1935,1467205732,2
1467205099,1935,2030,1935,1467205738,2
1467205099,1935,2030,1935,1467205742,2
1467205099,1935,2030,1935,1467205765,2
1467205099,1935,2030,1935,1467205772,2
1467205099,1935,2030,1935,1467205910,2
1467205099,1935,2030,1935,1467205916,2
1467205099,1935,2030,1935,1467205925,2
1467205099,1935,2030,1935,1467205929,2
1467205099,1935,2030,1935,1467206159,2
1467205099,1935,2030,1935,1467206166,2
1467205099,1935,2030,1935,1467206305,2
1467205099,1935,2030,1935,1467206313,2
1467205099,1935,2030,1935,1467206329,2
1467205099,1935,2030,1935,1467206339,2
1467205099,1935,2030,1935,1467206350,2
1467205099,1935,2030,1935,1467206360,2
1467205099,1935,2030,1935,1467206367,2
1467205099,1935,2030,1935,1467206379,2
1467205099,1935,2030,1935,1467206418,2
1467205099,1935,2030,1935,1467206424,2
1467205099,1935,2030,1935,1467206433,2
1467205099,1935,2030,1935,1467206449,2
1467205099,1935,2030,1935,1467206470,2
1467205099,1935,2030,1935,1467206477,2
1467205099,1935,2030,1935,1467206486,2
1467205099,1935,2030,1935,1467206493,2
1467205099,1935,2030,1935,1467206641,2
1467205099,1935,2030,1935,1467206649,2
1467205099,1935,2030,1935,1467206654,2
1467205099,1935,2030,1935,1467206668,2
1467205099,1935,2030,1935,1467206880,2
1467205099,1935,2030,1935,1467206888,2
1467205106,2030,1935,2030,1467205159,2
1467205106,2030,1935,2030,1467205477,2
1467205106,2030,1935,2030,1467205531,2
1467205106,2030,1935,2030,1467205566,2
1467205106,2030,1935,2030,1467205609,2
1467205106,2030,1935,2030,1467205657,2
1467205106,2030,1935,2030,1467205694,2
1467205106,2030,1935,2030,1467205755,2
1467205106,2030,1935,2030,1467205947,2
1467205106,2030,1935,2030,1467206336,2
1467205106,2030,1935,2030,1467206409,2
1467205106,2030,1935,2030,1467206467,2
1467205106,2030,1935,2030,1467206661,2
1467205106,2030,1935,2030,1467206894,2
1467205114,2030,1935,2030,1467205159,2
1467205114,2030,1935,2030,1467205477,2
1467205114,2030,1935,2030,1467205531,2
1467205114,2030,1935,2030,1467205566,2
1467205114,2030,1935,2030,1467205609,2
1467205114,2030,1935,2030,1467205657,2
1467205114,2030,1935,2030,1467205694,2
1467205114,2030,1935,2030,1467205755,2
1467205114,2030,1935,2030,1467205947,2
1467205114,2030,1935,2030,1467206336,2
1467205114,2030,1935,2030,1467206409,2
1467205114,2030,1935,2030,1467206467,2
1467205114,2030,1935,2030,1467206661,2
1467205114,2030,1935,2030,1467206894,2
1467205123,2030,1935,2030,1467205159,2
1467205123,2030,1935,2030,1467205477,2
1467205123,2030,1935,2030,1467205531,2
1467205123,2030,1935,2030,1467205566,2
1467205123,2030,1935,2030,1467205609,2
1467205123,2030,1935,2030,1467205657,2
1467205123,2030,1935,2030,1467205694,2
1467205123,2030,1935,2030,1467205755,2
1467205123,2030,1935,2030,1467205947,2
1467205123,2030,1935,2030,1467206336,2
1467205123,2030,1935,2030,1467206409,2
1467205123,2030,1935,2030,1467206467,2
1467205123,2030,1935,2030,1467206661,2
1467205123,2030,1935,2030,1467206894,2
1467205129,2030,1935,2030,1467205159,2
1467205129,2030,1935,2030,1467205477,2
1467205129,2030,1935,2030,1467205531,2
1467205129,2030,1935,2030,1467205566,2
1467205129,2030,1935,2030,1467205609,2
1467205129,2030,1935,2030,1467205657,2
1467205129,2030,1935,2030,1467205694,2
1467205129,2030,1935,2030,1467205755,2
1467205129,2030,1935,2030,1467205947,2
1467205129,2030,1935,2030,1467206336,2
1467205129,2030,1935,2030,1467206409,2
1467205129,2030,1935,2030,1467206467,2
1467205129,2030,1935,2030,1467206661,2
1467205129,2030,1935,2030,1467206894,2
1467205138,2030,1935,2030,1467205159,2
1467205138,2030,1935,2030,1467205477,2
1467205138,2030,1935,2030,1467205531,2
1467205138,2030,1935,2030,1467205566,2
1467205138,2030,1935,2030,1467205609,2
1467205138,2030,1935,2030,1467205657,2
1467205138,2030,1935,2030,1467205694,2
1467205138,2030,1935,2030,1467205755,2
1467205138,2030,1935,2030,1467205947,2
1467205138,2030,1935,2030,1467206336,2
1467205138,2030,1935,2030,1467206409,2
1467205138,2030,1935,2030,1467206467,2
1467205138,2030,1935,2030,1467206661,2
1467205138,2030,1935,2030,1467206894,2
1467205159,1935,2030,1935,1467205297,2
1467205159,1935,2030,1935,1467205307,2
1467205159,1935,2030,1935,1467205314,2
1467205159,1935,2030,1935,1467205453,2
1467205159,1935,2030,1935,1467205459,2
1467205159,1935,2030,1935,1467205465,2
1467205159,1935,2030,1935,1467205470,2
1467205159,1935,2030,1935,1467205486,2
1467205159,1935,2030,1935,1467205495,2
1467205159,1935,2030,1935,1467205500,2
1467205159,1935,2030,1935,1467205509,2
1467205159,1935,2030,1935,1467205517,2
1467205159,1935,2030,1935,1467205524,2
1467205159,1935,2030,1935,1467205538,2
1467205159,1935,2030,1935,1467205547,2
1467205159,1935,2030,1935,1467205553,2
1467205159,1935,2030,1935,1467205559,2
1467205159,1935,2030,1935,1467205572,2
1467205159,1935,2030,1935,1467205579,2
1467205159,1935,2030,1935,1467205585,2
1467205159,1935,2030,1935,1467205591,2
1467205159,1935,2030,1935,1467205598,2
1467205159,1935,2030,1935,1467205602,2
1467205159,1935,2030,1935,1467205615,2
1467205159,1935,2030,1935,1467205621,2
1467205159,1935,2030,1935,1467205630,2
1467205159,1935,2030,1935,1467205636,2
1467205159,1935,2030,1935,1467205642,2
1467205159,1935,2030,1935,1467205650,2
1467205159,1935,2030,1935,1467205664,2
1467205159,1935,2030,1935,1467205673,2
1467205159,1935,2030,1935,1467205682,2
1467205159,1935,2030,1935,1467205687,2
1467205159,1935,2030,1935,1467205700,2
1467205159,1935,2030,1935,1467205706,2
1467205159,1935,2030,1935,1467205713,2
1467205159,1935,2030,1935,1467205719,2
1467205159,1935,2030,1935,1467205732,2
1467205159,1935,2030,1935,1467205738,2
1467205159,1935,2030,1935,1467205742,2
1467205159,1935,2030,1935,1467205765,2
1467205159,1935,2030,1935,1467205772,2
1467205159,1935,2030,1935,1467205910,2
1467205159,1935,2030,1935,1467205916,2
1467205159,1935,2030,1935,1467205925,2
1467205159,1935,2030,1935,1467205929,2
1467205159,1935,2030,1935,1467206159,2
1467205159,1935,2030,1935,1467206166,2
1467205159,1935,2030,1935,1467206305,2
1467205159,1935,2030,1935,1467206313,2
1467205159,1935,2030,1935,1467206329,2
1467205159,1935,2030,1935,1467206339,2
1467205159,1935,2030,1935,1467206350,2
1467205159,1935,2030,1935,1467206360,2
1467205159,1935,2030,1935,1467206367,2
1467205159,1935,2030,1935,1467206379,2
1467205159,1935,2030,1935,1467206418,2
1467205159,1935,2030,1935,1467206424,2
1467205159,1935,2030,1935,1467206433,2
1467205159,1935,2030,1935,1467206449,2
1467205159,1935,2030,1935,1467206470,2
1467205159,1935,2030,1935,1467206477,2
1467205159,1935,2030,1935,1467206486,2
1467205159,1935,2030,1935,1467206493,2
1467205159,1935,2030,1935,1467206641,2
1467205159,1935,2030,1935,1467206649,2
1467205159,1935,2030,1935,1467206654,2
1467205159,1935,2030,1935,1467206668,2
1467205159,1935,2030,1935,1467206880,2
1467205159,1935,2030,1935,1467206888,2
1467205159,1935,2030,1935,1467206906,2
1467205159,1935,2030,1935,1467206915,2
1467205159,1935,2030,1935,1467206924,2
1467205159,1935,2030,1935,1467206930,2
1467205159,1935,2030,1935,1467206939,2
1467205159,1935,2030,1935,1467206948,2
1467205297,2030,1935,2030,1467205477,2
1467205297,2030,1935,2030,1467205531,2
1467205297,2030,1935,2030,1467205566,2
1467205297,2030,1935,2030,1467205609,2
1467205297,2030,1935,2030,1467205657,2
1467205297,2030,1935,2030,1467205694,2
1467205297,2030,1935,2030,1467205755,2
1467205297,2030,1935,2030,1467205947,2
1467205297,2030,1935,2030,1467206336,2
1467205297,2030,1935,2030,1467206409,2
1467205297,2030,1935,2030,1467206467,2
1467205297,2030,1935,2030,1467206661,2
1467205297,2030,1935,2030,1467206894,2
1467205297,2030,1935,2030,1467206955,2
1467205307,2030,1935,2030,1467205477,2
1467205307,2030,1935,2030,1467205531,2
1467205307,2030,1935,2030,1467205566,2
1467205307,2030,1935,2030,1467205609,2
1467205307,2030,1935,2030,1467205657,2
1467205307,2030,1935,2030,1467205694,2
1467205307,2030,1935,2030,1467205755,2
1467205307,2030,1935,2030,1467205947,2
1467205307,2030,1935,2030,1467206336,2
1467205307,2030,1935,2030,1467206409,2
1467205307,2030,1935,2030,1467206467,2
1467205307,2030,1935,2030,1467206661,2
1467205307,2030,1935,2030,1467206894,2
1467205307,2030,1935,2030,1467206955,2
1467205314,2030,1935,2030,1467205477,2
1467205314,2030,1935,2030,1467205531,2
1467205314,2030,1935,2030,1467205566,2
1467205314,2030,1935,2030,1467205609,2
1467205314,2030,1935,2030,1467205657,2
1467205314,2030,1935,2030,1467205694,2
1467205314,2030,1935,2030,1467205755,2
1467205314,2030,1935,2030,1467205947,2
1467205314,2030,1935,2030,1467206336,2
1467205314,2030,1935,2030,1467206409,2
1467205314,2030,1935,2030,1467206467,2
1467205314,2030,1935,2030,1467206661,2
1467205314,2030,1935,2030,1467206894,2
1467205314,2030,1935,2030,1467206955,2
1467205453,2030,1935,2030,1467205477,2
1467205453,2030,1935,2030,1467205531,2
1467205453,2030,1935,2030,1467205566,2
1467205453,2030,1935,2030,1467205609,2
1467205453,2030,1935,2030,1467205657,2
1467205453,2030,1935,2030,1467205694,2
1467205453,2030,1935,2030,1467205755,2
1467205453,2030,1935,2030,1467205947,2
1467205453,2030,1935,2030,1467206336,2
1467205453,2030,1935,2030,1467206409,2
1467205453,2030,1935,2030,1467206467,2
1467205453,2030,1935,2030,1467206661,2
1467205453,2030,1935,2030,1467206894,2
1467205453,2030,1935,2030,1467206955,2
1467205459,2030,1935,2030,1467205477,2
1467205459,2030,1935,2030,1467205531,2
1467205459,2030,1935,2030,1467205566,2
1467205459,2030,1935,2030,1467205609,2
1467205459,2030,1935,2030,1467205657,2
1467205459,2030,1935,2030,1467205694,2
1467205459,2030,1935,2030,1467205755,2
1467205459,2030,1935,2030,1467205947,2
1467205459,2030,1935,2030,1467206336,2
1467205459,2030,1935,2030,1467206409,2
1467205459,2030,1935,2030,1467206467,2
1467205459,2030,1935,2030,1467206661,2
1467205459,2030,1935,2030,1467206894,2
1467205459,2030,1935,2030,1467206955,2
1467205465,2030,1935,2030,1467205477,2
1467205465,2030,1935,2030,1467205531,2
1467205465,2030,1935,2030,1467205566,2
1467205465,2030,1935,2030,1467205609,2
1467205465,2030,1935,2030,1467205657,2
1467205465,2030,1935,2030,1467205694,2
1467205465,2030,1935,2030,1467205755,2
1467205465,2030,1935,2030,1467205947,2
1467205465,2030,1935,2030,1467206336,2
1467205465,2030,1935,2030,1467206409,2
1467205465,2030,1935,2030,1467206467,2
1467205465,2030,1935,2030,1467206661,2
1467205465,2030,1935,2030,1467206894,2
1467205465,2030,1935,2030,1467206955,2
1467205470,2030,1935,2030,1467205477,2
1467205470,2030,1935,2030,1467205531,2
1467205470,2030,1935,2030,1467205566,2
1467205470,2030,1935,2030,1467205609,2
1467205470,2030,1935,2030,1467205657,2
1467205470,2030,1935,2030,1467205694,2
1467205470,2030,1935,2030,1467205755,2
1467205470,2030,1935,2030,1467205947,2
1467205470,2030,1935,2030,1467206336,2
1467205470,2030,1935,2030,1467206409,2
1467205470,2030,1935,2030,1467206467,2
1467205470,2030,1935,2030,1467206661,2
1467205470,2030,1935,2030,1467206894,2
1467205470,2030,1935,2030,1467206955,2
1467205477,1935,2030,1935,1467205486,2
1467205477,1935,2030,1935,1467205495,2
1467205477,1935,2030,1935,1467205500,2
1467205477,1935,2030,1935,1467205509,2
1467205477,1935,2030,1935,1467205517,2
1467205477,1935,2030,1935,1467205524,2
1467205477,1935,2030,1935,1467205538,2
1467205477,1935,2030,1935,1467205547,2
1467205477,1935,2030,1935,1467205553,2
1467205477,1935,2030,1935,1467205559,2
1467205477,1935,2030,1935,1467205572,2
1467205477,1935,2030,1935,1467205579,2
1467205477,1935,2030,1935,1467205585,2
1467205477,1935,2030,1935,1467205591,2
1467205477,1935,2030,1935,1467205598,2
1467205477,1935,2030,1935,1467205602,2
1467205477,1935,2030,1935,1467205615,2
1467205477,1935,2030,1935,1467205621,2
1467205477,1935,2030,1935,1467205630,2
1467205477,1935,2030,1935,1467205636,2
1467205477,1935,2030,1935,1467205642,2
1467205477,1935,2030,1935,1467205650,2
1467205477,1935,2030,1935,1467205664,2
1467205477,1935,2030,1935,1467205673,2
1467205477,1935,2030,1935,1467205682,2
1467205477,1935,2030,1935,1467205687,2
1467205477,1935,2030,1935,1467205700,2
1467205477,1935,2030,1935,1467205706,2
1467205477,1935,2030,1935,1467205713,2
1467205477,1935,2030,1935,1467205719,2
1467205477,1935,2030,1935,1467205732,2
1467205477,1935,2030,1935,1467205738,2
1467205477,1935,2030,1935,1467205742,2
1467205477,1935,2030,1935,1467205765,2
1467205477,1935,2030,1935,1467205772,2
1467205477,1935,2030,1935,1467205910,2
1467205477,1935,2030,1935,1467205916,2
1467205477,1935,2030,1935,1467205925,2
1467205477,1935,2030,1935,1467205929,2
1467205477,1935,2030,1935,1467206159,2
1467205477,1935,2030,1935,1467206166,2
1467205477,1935,2030,1935,1467206305,2
1467205477,1935,2030,1935,1467206313,2
1467205477,1935,2030,1935,1467206329,2
1467205477,1935,2030,1935,1467206339,2
1467205477,1935,2030,1935,1467206350,2
1467205477,1935,2030,1935,1467206360,2
1467205477,1935,2030,1935,1467206367,2
1467205477,1935,2030,1935,1467206379,2
1467205477,1935,2030,1935,1467206418,2
1467205477,1935,2030,1935,1467206424,2
1467205477,1935,2030,1935,1467206433,2
1467205477,1935,2030,1935,1467206449,2
1467205477,1935,2030,1935,1467206470,2
1467205477,1935,2030,1935,1467206477,2
1467205477,1935,2030,1935,1467206486,2
1467205477,1935,2030,1935,1467206493,2
1467205477,1935,2030,1935,1467206641,2
1467205477,1935,2030,1935,1467206649,2
1467205477,1935,2030,1935,1467206654,2
1467205477,1935,2030,1935,1467206668,2
1467205477,1935,2030,1935,1467206880,2
1467205477,1935,2030,1935,1467206888,2
1467205477,1935,2030,1935,1467206906,2
1467205477,1935,2030,1935,1467206915,2
1467205477,1935,2030,1935,1467206924,2
1467205477,1935,2030,1935,1467206930,2
1467205477,1935,2030,1935,1467206939,2
1467205477,1935,2030,1935,1467206948,2
1467205477,1935,2030,1935,1467206963,2
1467205477,1935,2030,1935,1467206969,2
1467205477,1935,2030,1935,1467207191,2
1467205486,2030,1935,2030,1467205531,2
1467205486,2030,1935,2030,1467205566,2
1467205486,2030,1935,2030,1467205609,2
1467205486,2030,1935,2030,1467205657,2
1467205486,2030,1935,2030,1467205694,2
1467205486,2030,1935,2030,1467205755,2
1467205486,2030,1935,2030,1467205947,2
1467205486,2030,1935,2030,1467206336,2
1467205486,2030,1935,2030,1467206409,2
1467205486,2030,1935,2030,1467206467,2
1467205486,2030,1935,2030,1467206661,2
1467205486,2030,1935,2030,1467206894,2
1467205486,2030,1935,2030,1467206955,2
1467205495,2030,1935,2030,1467205531,2
1467205495,2030,1935,2030,1467205566,2
1467205495,2030,1935,2030,1467205609,2
1467205495,2030,1935,2030,1467205657,2
1467205495,2030,1935,2030,1467205694,2
1467205495,2030,1935,2030,1467205755,2
1467205495,2030,1935,2030,1467205947,2
1467205495,2030,1935,2030,1467206336,2
1467205495,2030,1935,2030,1467206409,2
1467205495,2030,1935,2030,1467206467,2
1467205495,2030,1935,2030,1467206661,2
1467205495,2030,1935,2030,1467206894,2
1467205495,2030,1935,2030,1467206955,2
1467205500,2030,1935,2030,1467205531,2
1467205500,2030,1935,2030,1467205566,2
1467205500,2030,1935,2030,1467205609,2
1467205500,2030,1935,2030,1467205657,2
1467205500,2030,1935,2030,1467205694,2
1467205500,2030,1935,2030,1467205755,2
1467205500,2030,1935,2030,1467205947,2
1467205500,2030,1935,2030,1467206336,2
1467205500,2030,1935,2030,1467206409,2
1467205500,2030,1935,2030,1467206467,2
1467205500,2030,1935,2030,1467206661,2
1467205500,2030,1935,2030,1467206894,2
1467205500,2030,1935,2030,1467206955,2
1467205509,2030,1935,2030,1467205531,2
1467205509,2030,1935,2030,1467205566,2
1467205509,2030,1935,2030,1467205609,2
1467205509,2030,1935,2030,1467205657,2
1467205509,2030,1935,2030,1467205694,2
1467205509,2030,1935,2030,1467205755,2
1467205509,2030,1935,2030,1467205947,2
1467205509,2030,1935,2030,1467206336,2
1467205509,2030,1935,2030,1467206409,2
1467205509,2030,1935,2030,1467206467,2
1467205509,2030,1935,2030,1467206661,2
1467205509,2030,1935,2030,1467206894,2
1467205509,2030,1935,2030,1467206955,2
1467205517,2030,1935,2030,1467205531,2
1467205517,2030,1935,2030,1467205566,2
1467205517,2030,1935,2030,1467205609,2
1467205517,2030,1935,2030,1467205657,2
1467205517,2030,1935,2030,1467205694,2
1467205517,2030,1935,2030,1467205755,2
1467205517,2030,1935,2030,1467205947,2
1467205517,2030,1935,2030,1467206336,2
1467205517,2030,1935,2030,1467206409,2
1467205517,2030,1935,2030,1467206467,2
1467205517,2030,1935,2030,1467206661,2
1467205517,2030,1935,2030,1467206894,2
1467205517,2030,1935,2030,1467206955,2
1467205524,2030,1935,2030,1467205531,2
1467205524,2030,1935,2030,1467205566,2
1467205524,2030,1935,2030,1467205609,2
1467205524,2030,1935,2030,1467205657,2
1467205524,2030,1935,2030,1467205694,2
1467205524,2030,1935,2030,1467205755,2
1467205524,2030,1935,2030,1467205947,2
1467205524,2030,1935,2030,1467206336,2
1467205524,2030,1935,2030,1467206409,2
1467205524,2030,1935,2030,1467206467,2
1467205524,2030,1935,2030,1467206661,2
1467205524,2030,1935,2030,1467206894,2
1467205524,2030,1935,2030,1467206955,2
1467205531,1935,2030,1935,1467205538,2
1467205531,1935,2030,1935,1467205547,2
1467205531,1935,2030,1935,1467205553,2
1467205531,1935,2030,1935,1467205559,2
1467205531,1935,2030,1935,1467205572,2
1467205531,1935,2030,1935,1467205579,2
1467205531,1935,2030,1935,1467205585,2
