timestamp,X,Y,A,Z,esito_positivo
1467742112,1770,1766,1821,1766,3
1468667730,1788,1766,1776,1766,3
1468667730,1788,1766,1776,1766,3
1468667730,1788,1766,1776,1766,3
1468667730,1788,1766,1776,1766,3
1468667731,1788,1766,1776,1766,3
1468667731,1788,1766,1776,1766,3
1468667731,1788,1766,1776,1766,3
1468667731,1788,1766,1776,1766,3
1468667733,1788,1766,1776,1766,3
1468667733,1788,1766,1776,1766,3
1468667733,1788,1766,1776,1766,3
1468667733,1788,1766,1776,1766,3
1468667847,1788,1766,1776,1766,3
1468667847,1788,1766,1776,1766,3
1468667847,1788,1766,1776,1766,3
1468667847,1788,1766,1776,1766,3
1468667848,1788,1766,1776,1766,3
1468667848,1788,1766,1776,1766,3
1468667848,1788,1766,1776,1766,3
1468667848,1788,1766,1776,1766,3
1468667849,1788,1766,1776,1766,3
1468667849,1788,1766,1776,1766,3
1468667849,1788,1766,1776,1766,3
1468667849,1788,1766,1776,1766,3
1468668983,1788,1766,1776,1766,3
1468668983,1788,1766,1776,1766,3
1468668983,1788,1766,1776,1766,3
1468668983,1788,1766,1776,1766,3
1468668985,1788,1766,1776,1766,3
1468668985,1788,1766,1776,1766,3
1468668985,1788,1766,1776,1766,3
1468668985,1788,1766,1776,1766,3
1468669359,1788,1766,1776,1766,3
1468669359,1788,1766,1776,1766,3
1468669359,1788,1766,1776,1766,3
1468669359,1788,1766,1776,1766,3
1470741769,1838,1931,1933,1931,3
1470741769,1838,1931,1933,1931,3
1470741769,1838,1931,1933,1931,3
1470741769,1838,1931,1933,1931,3
1470741774,1838,1931,1933,1931,3
1470741774,1838,1931,1933,1931,3
1470741774,1838,1931,1933,1931,3
1470741774,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439032,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439034,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439123,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471439126,1838,1931,1933,1931,3
1471441294,1791,1931,1933,1931,3
1471441294,1791,1931,1933,1931,3
1471441294,1791,1931,1933,1931,3
1471441294,1791,1931,1933,1931,3
