timestamp,X,Y,Z,chiamate,p0,p_cappuccio,z,significativo
1465834048,1770,1766,1789,4,0.0002937116339178195,5.896574090453446e-05,-0.047456077572400834,0.5189251320561503
1466184715,1775,1766,1786,4,2.937116339178195e-05,8.844861135680171e-05,0.11587953702858453,0.4538740067565626
1466184716,1775,1766,1786,2,2.937116339178195e-05,8.844861135680171e-05,0.11587953702858453,0.4538740067565626
1466201664,1788,1766,1773,4,0.003700766587364525,5.896574090453446e-05,-1.0035856964221783,0.8422108240977759
1467235133,1765,1766,1773,4,0.00361265309718918,0.0002948287045226723,-0.938474350482198,0.8259996537992963
1467287437,1773,1766,1765,16,0.002672775868652157,0.00035379444542720683,-0.6841339680541672,0.7530547129540901
1467405749,1765,1766,1788,8,0.0021440949276000823,0.00011793148180906893,-0.7433867212955896,0.7713762093573331
1468453047,1778,1766,1773,4,0.003730137750756308,0.00017689722271360342,-0.1748617941810936,0.5694058842477737
1468453048,1778,1766,1773,4,0.003730137750756308,0.00017689722271360342,-0.1748617941810936,0.5694058842477737
1468453050,1778,1766,1773,4,0.003730137750756308,0.00017689722271360342,-0.1748617941810936,0.5694058842477737
1469103507,1773,1766,1788,40,0.0019091256204658265,0.0005896574090453446,-0.4604056332459146,0.6773874539984064
1469309202,1789,1766,1788,4,0.002202837254383646,0.00017689722271360342,-0.21169951749382315,0.5838292677234018
1469309204,1789,1766,1788,8,0.002202837254383646,0.00017689722271360342,-0.21169951749382315,0.5838292677234018
1470145078,1768,1766,1810,8,0.0009986195553205862,0.0005306916681408102,-0.09601089022832424,0.5382440383146836
1470145080,1768,1766,1810,16,0.0009986195553205862,0.0005306916681408102,-0.09601089022832424,0.5382440383146836
1470352226,1822,1766,1838,8,5.8742326783563894e-05,0.0002948287045226723,0.11106565666266316,0.455782141109856
1470352569,1822,1766,1838,12,5.8742326783563894e-05,0.0002948287045226723,0.11106565666266316,0.455782141109856
1470574374,1773,1766,1849,4,0.0,5.896574090453446e-05,inf,0.0
1471202491,1838,1931,1842,2,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1472074589,1765,1766,1767,4,0.0,0.00011793148180906893,inf,0.0
1472074590,1765,1766,1767,4,0.0,0.00011793148180906893,inf,0.0
1472557975,1838,1931,1791,8,0.0035832819337973977,0.00023586296361813785,-0.7981731221667739,0.7876149837104136
1472557985,1838,1931,1791,8,0.0035832819337973977,0.00023586296361813785,-0.7981731221667739,0.7876149837104136
1472559207,1842,1931,1791,8,0.0035832819337973977,0.00011793148180906893,-0.4416723027423082,0.6706368224649462
1472671002,1931,1931,1838,24,0.0039357358944987824,0.00035379444542720683,-0.16181054573888154,0.5642724759051708
1472820629,2058,1935,1931,12,0.000587423267835639,0.00017689722271360342,-0.0415019366314814,0.5165521255113606
1473239521,1862,1766,1765,4,0.0028490028490028487,5.896574090453446e-05,-0.052345948530945735,0.5208734790775026
1473937131,1773,1766,1765,8,0.002672775868652157,0.00035379444542720683,-0.6841339680541672,0.7530547129540901
1473943246,1842,1931,1838,4,0.003994478221282345,0.00011793148180906893,-0.4680563262242018,0.6801278449173787
1474456417,1838,1931,1842,4,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480032,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480033,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480035,1838,1931,1842,12,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480037,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480038,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480039,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480040,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480042,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480047,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480067,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480074,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480657,1842,1931,1838,4,0.003994478221282345,0.00011793148180906893,-0.4680563262242018,0.6801278449173787
1474480658,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480660,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480661,1838,1931,1842,12,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480665,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474480693,1838,1931,1842,6,0.0014685581695890973,0.0016805236157792322,0.07886542345630186,0.4685698328168182
1474495475,1848,1766,1765,4,0.0027902605222192853,0.00011793148180906893,-0.25832174882760783,0.6019206987012524
1474495476,1848,1766,1765,4,0.0027902605222192853,0.00011793148180906893,-0.25832174882760783,0.6019206987012524
1474555175,1768,1766,1810,4,0.0009986195553205862,0.0005306916681408102,-0.09601089022832424,0.5382440383146836
1474555175,1768,1766,1832,2,0.000528680941052075,8.844861135680171e-05,-0.12411508898891314,0.5493879243743607
