timestamp,A,X,B,Y,chiamate,p0,p_cappuccio,z,significativo
1484337523,44913,18,44886,43380,3,0.0001706643911414,5.97478640138615e-05,-0.0663172921915858,0.5264373918237799
1484337524,44890,18,44886,43380,3,0.0001706643911414,0.0001792435920415,0.0045502269796152,0.4981847283364788
1484338456,44890,18,44886,43380,3,0.0001706643911414,0.0001792435920415,0.0045502269796152,0.4981847283364788
1484338457,44890,18,44886,43380,3,0.0001706643911414,0.0001792435920415,0.0045502269796152,0.4981847283364788
1493479174,45423,35654,35656,35646,3,0.0,0.0001194957280277,inf,0.0
1493479360,45423,35654,35656,35646,3,0.0,0.0001194957280277,inf,0.0
1495301293,43790,43752,43766,9044,3,0.0002399968000426,5.97478640138615e-05,-0.0847149463173057,0.5337559933794562
1496613554,52629,9044,43755,43752,3,3.199957333902215e-05,5.97478640138615e-05,0.0404506538933183,0.4838669236508848
1496614624,45098,9044,43755,43752,3,3.199957333902215e-05,5.97478640138615e-05,0.0598775778837362,0.476126569051281
1496614626,52700,9044,43755,43752,3,3.199957333902215e-05,5.97478640138615e-05,0.0169926735098171,0.4932212303108144
1500045427,9311,69,71,68,3,0.0042106105251929,5.97478640138615e-05,-0.3846213000848614,0.6497409946244023
1500839733,71,68,9311,69,3,9.066545779389608e-05,0.0001194957280277,0.1203963740019751,0.4520845818185615
1500839734,71,68,9311,69,3,9.066545779389608e-05,0.0001194957280277,0.1203963740019751,0.4520845818185615
1501259836,1932,8270,4710,1765,3,0.0002133304889268,0.0001194957280277,-0.0942112674200646,0.5375293327606229
1501259837,1932,8270,4710,1765,3,0.0002133304889268,0.0001194957280277,-0.0942112674200646,0.5375293327606229
1528189463,45582,7656,7881,11,3,0.0006346582045572,0.0001194957280277,-0.14464290418457,0.5575035896121877
1528189467,45582,7656,7881,11,3,0.0006346582045572,0.0001194957280277,-0.14464290418457,0.5575035896121877
