timestamp,X,Y,A,Z,chiamate,p0,p_cappuccio,z,significativo
1464944558,1770,1766,1771,1766,3,0.0,0.00016017940092904052,inf,0.0
1464960600,1768,1766,1771,1766,3,0.0,0.00032035880185808104,inf,0.0
1464960601,1768,1766,1771,1766,3,0.0,0.00032035880185808104,inf,0.0
1465128102,1775,1766,1776,1766,3,0.0002026639644804736,0.0004805382027871216,0.2075120173067525,0.41780500423733025
1465916120,2017,1935,2015,1935,3,4.2666097785362863e-05,0.00016017940092904052,0.047599660670821366,0.48101765123506024
1465918951,2018,1935,2015,1935,3,4.533272889694804e-05,0.00016017940092904052,0.1310232395991536,0.44787846166948586
1466429077,2022,1935,2020,1935,3,9.599872001706645e-05,0.00016017940092904052,0.0065507714254392,0.4973866390001821
1466756183,2014,1935,2015,1935,3,3.999946667377768e-05,0.00016017940092904052,0.14471966363321775,0.44246610663324637
1466933094,2021,1935,2015,1935,3,3.466620445060733e-05,0.0006407176037161621,0.2911446624214449,0.385470341506604
1466933095,2021,1935,2015,1935,3,3.466620445060733e-05,0.0006407176037161621,0.2911446624214449,0.385470341506604
1466938542,2021,1935,2015,1935,3,3.466620445060733e-05,0.0006407176037161621,0.2911446624214449,0.385470341506604
1466938543,2021,1935,2015,1935,3,3.466620445060733e-05,0.0006407176037161621,0.2911446624214449,0.385470341506604
1467456411,2018,1935,2025,1935,3,4.533272889694804e-05,0.00016017940092904052,0.1310232395991536,0.44787846166948586
1467456411,2018,1935,2033,1935,6,2.666631111585179e-06,0.00032035880185808104,1.4943475853489951,0.06754239683597674
1467464400,2014,1935,2025,1935,3,4.2666097785362863e-05,0.00016017940092904052,0.1370152266651336,0.4455093797415747
1467464400,2014,1935,2033,1935,6,2.666631111585179e-06,0.00032035880185808104,1.481629502274642,0.06921945227519255
1467725903,1765,1766,1820,1766,6,0.0,0.0009610764055742432,inf,0.0
1467725903,1765,1766,1821,1766,3,0.0,0.0004805382027871216,inf,0.0
1467725904,1765,1766,1820,1766,6,0.0,0.0009610764055742432,inf,0.0
1467725904,1765,1766,1821,1766,3,0.0,0.0004805382027871216,inf,0.0
1467726055,1765,1766,1820,1766,6,0.0,0.0009610764055742432,inf,0.0
1467726055,1765,1766,1821,1766,3,0.0,0.0004805382027871216,inf,0.0
1467731032,1810,1766,1820,1766,6,0.0,0.0009610764055742432,inf,0.0
1467731032,1810,1766,1821,1766,3,0.0,0.0004805382027871216,inf,0.0
1467731033,1810,1766,1820,1766,6,0.0,0.0009610764055742432,inf,0.0
1467731033,1810,1766,1821,1766,3,0.0,0.0004805382027871216,inf,0.0
1467731038,1810,1766,1820,1766,6,0.0,0.0009610764055742432,inf,0.0
1467731038,1810,1766,1821,1766,3,0.0,0.0004805382027871216,inf,0.0
1467734845,1775,1766,1821,1766,3,0.0,0.00032035880185808104,inf,0.0
1467734846,1775,1766,1821,1766,3,0.0,0.00032035880185808104,inf,0.0
1467736683,1773,1766,1821,1766,3,0.0,0.00016017940092904052,inf,0.0
1467738311,1817,1766,1821,1766,3,0.0,0.00016017940092904052,inf,0.0
1467742112,1770,1766,1821,1766,3,0.0,0.00016017940092904052,inf,0.0
1467980604,2014,1935,2011,1935,3,3.199957333902215e-05,0.00016017940092904052,0.17257128570175526,0.4314942119571271
1468075576,1827,1766,1776,1766,3,0.00022399701337315502,0.00032035880185808104,0.018212827629240792,0.49273453468297945
1468092923,1827,1766,1776,1766,3,0.00022399701337315502,0.00032035880185808104,0.018212827629240792,0.49273453468297945
1468095008,1807,1766,1776,1766,3,0.00022399701337315502,0.0004805382027871216,0.15617937553740271,0.437945816585973
1468095009,1807,1766,1776,1766,3,0.00022399701337315502,0.0004805382027871216,0.15617937553740271,0.437945816585973
1468101280,1807,1766,1776,1766,3,0.00022399701337315502,0.0004805382027871216,0.15617937553740271,0.437945816585973
1468102104,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468102106,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468667730,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468667731,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468667733,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468667847,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468667848,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468667849,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468668983,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468668985,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468669359,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468672038,1837,1766,1776,1766,3,0.00018666417781096253,0.00016017940092904052,-0.0019386810496334465,0.5007734213544298
1468680730,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468680732,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
1468680733,1788,1766,1776,1766,3,0.00015999786669511072,0.0038443056222969728,4.874303484484649,5.459650948003159e-07
