timestamp,X,Y,A,Z,chiamate,p0,p_cappuccio,z,significativo
1491570475,35622,34458,24,8042,6,9.333208890548126e-05,0.0014416146083613649,0.4628945006115081,0.3217199947968505
1491570775,35622,34458,24,8042,6,9.333208890548126e-05,0.0014416146083613649,0.4628945006115081,0.3217199947968505
1491570784,35622,34458,24,8042,3,9.333208890548126e-05,0.0014416146083613649,0.4628945006115081,0.3217199947968505
1491570786,35622,34458,24,8042,3,9.333208890548126e-05,0.0014416146083613649,0.4628945006115081,0.3217199947968505
1491570788,35622,34458,24,8042,3,9.333208890548126e-05,0.0014416146083613649,0.4628945006115081,0.3217199947968505
1491571442,35622,34458,24,8042,6,9.333208890548126e-05,0.0014416146083613649,0.4628945006115081,0.3217199947968505
1495564837,8520,8520,1898,34718,3,5.333262223170358e-06,0.00016017940092904052,0.1341019413997169,0.4466609822481836
1495982941,34713,34791,35691,34712,9,2.3999680004266612e-05,0.0022425116130065674,1.6944481064913364,0.04509008237497636
1495982941,34713,34791,35691,34751,6,2.666631111585179e-06,0.0016017940092904052,3.6640904405751615,0.00012410953661567972
1495982941,34713,34791,35691,34757,9,5.333262223170358e-06,0.0022425116130065674,3.6246770267765824,0.00014466139352020682
1495983009,34713,34791,35691,34712,9,2.3999680004266612e-05,0.0022425116130065674,1.6944481064913364,0.04509008237497636
1495983009,34713,34791,35691,34751,6,2.666631111585179e-06,0.0016017940092904052,3.6640904405751615,0.00012410953661567972
1495983009,34713,34791,35691,34757,9,5.333262223170358e-06,0.0022425116130065674,3.6246770267765824,0.00014466139352020682
1495983597,34713,34791,35691,34712,9,2.3999680004266612e-05,0.0022425116130065674,1.6944481064913364,0.04509008237497636
1495983597,34713,34791,35691,34751,6,2.666631111585179e-06,0.0016017940092904052,3.6640904405751615,0.00012410953661567972
1495983597,34713,34791,35691,34757,9,5.333262223170358e-06,0.0022425116130065674,3.6246770267765824,0.00014466139352020682
1495983989,34713,34791,35691,34712,9,2.3999680004266612e-05,0.0022425116130065674,1.6944481064913364,0.04509008237497636
1495983989,34713,34791,35691,34751,6,2.666631111585179e-06,0.0016017940092904052,3.6640904405751615,0.00012410953661567972
1495983989,34713,34791,35691,34757,9,5.333262223170358e-06,0.0022425116130065674,3.6246770267765824,0.00014466139352020682
1495995688,34713,34791,35691,34712,6,2.3999680004266612e-05,0.0022425116130065674,1.6944481064913364,0.04509008237497636
1495995688,34713,34791,35691,34751,6,2.666631111585179e-06,0.0016017940092904052,3.6640904405751615,0.00012410953661567972
1495995688,34713,34791,35691,34757,6,5.333262223170358e-06,0.0022425116130065674,3.6246770267765824,0.00014466139352020682
1495995786,34757,34791,35691,34712,6,3.733283556219249e-05,0.00032035880185808104,0.14648356468332752,0.4417698317247416
1495995786,34757,34791,35691,34751,6,2.666631111585179e-06,0.00032035880185808104,0.6152131649092778,0.2692069773717003
1495996779,34791,34712,35691,34751,3,2.666631111585179e-06,0.00016017940092904052,0.09645725015539056,0.4615787124948248
1496000271,35089,34712,35691,34751,3,2.666631111585179e-06,0.00032035880185808104,0.912508588568304,0.18075052522607327
1496000797,35089,34712,35691,34751,3,2.666631111585179e-06,0.00032035880185808104,0.912508588568304,0.18075052522607327
1496002403,35089,34751,35691,34712,6,5.3332622231703584e-05,0.0009610764055742432,0.304476670003922,0.3803823820862178
1496002403,35089,34751,35691,34757,3,1.0666524446340716e-05,0.00032035880185808104,0.2322719952857921,0.4081633811032868
1496002489,35089,34751,35691,34712,6,5.3332622231703584e-05,0.0009610764055742432,0.304476670003922,0.3803823820862178
1496002489,35089,34751,35691,34757,3,1.0666524446340716e-05,0.00032035880185808104,0.2322719952857921,0.4081633811032868
1496030894,35641,34751,35691,34712,6,6.13325155664591e-05,0.00032035880185808104,0.14032919093787527,0.4441999507400527
1496030894,35641,34751,35691,34757,3,1.0666524446340716e-05,0.00016017940092904052,0.1942252545125057,0.4229997545707862
1496037596,34713,34751,35691,34712,6,6.13325155664591e-05,0.0012814352074323242,0.4673966224670766,0.3201080693125924
1496037663,34713,34751,35691,34712,6,6.13325155664591e-05,0.0012814352074323242,0.4673966224670766,0.3201080693125924
1496037665,34713,34751,35691,34712,6,6.13325155664591e-05,0.0012814352074323242,0.4673966224670766,0.3201080693125924
1496042172,35089,34751,35691,34712,6,5.3332622231703584e-05,0.0009610764055742432,0.304476670003922,0.3803823820862178
1496044714,34713,34751,35691,34712,6,6.13325155664591e-05,0.0012814352074323242,0.4673966224670766,0.3201080693125924
1496222508,34713,34749,35108,34751,6,0.0,0.0009610764055742432,inf,0.0
1496223606,34713,34749,35108,34751,6,0.0,0.0009610764055742432,inf,0.0
1496223794,34713,34749,35108,34751,6,0.0,0.0009610764055742432,inf,0.0
1497551724,1773,8270,1936,35151,6,0.0,0.00032035880185808104,inf,0.0
1497551761,1775,8270,1936,35151,6,0.0,0.00032035880185808104,inf,0.0
1498130543,1765,1773,1932,8270,6,0.000535992853428621,0.00032035880185808104,-0.1207560517471504,0.5480578695443005
1498156712,1768,1773,1932,8270,6,0.0005199930667591099,0.0009610764055742432,0.2617341348075803,0.3967632109341596
1498156713,1768,1773,1932,8270,6,0.0005199930667591099,0.0009610764055742432,0.2617341348075803,0.3967632109341596
1498156714,1768,1773,1932,8270,6,0.0005199930667591099,0.0009610764055742432,0.2617341348075803,0.3967632109341596
1498158573,1886,1773,1932,8270,6,0.00048532686230850255,0.0006407176037161621,0.04406012150274178,0.4824282401630088
1498158708,1886,1773,1932,8270,6,0.00048532686230850255,0.0006407176037161621,0.04406012150274178,0.4824282401630088
