timestamp,X1,A,X2,chiamate,p0,p_cappuccio,z,significativo
4499826,40,46,40,2,0.0014197663019595028,0.0233265879178628,22.89840150659125,0.0
4500025,19,47,19,4,0.0016901979785232176,0.0021961817811034247,0.12379293074719094,0.4507396146030429
4501324,39,9,39,4,2.629196855480561e-05,0.026950287856683453,279.63194664205844,0.0
4501662,32,42,32,2,0.00245266506661258,0.008863162188024534,2.8245719064113763,0.0023671911919506128
4501797,36,43,36,4,0.00137845035137338,0.028267996925345505,29.31427094479532,0.0
4502226,36,43,36,2,0.00137845035137338,0.028267996925345505,29.31427094479532,0.0
4502232,38,46,38,8,0.00137845035137338,0.025930632029742568,26.64314973127951,0.0
4502307,27,47,27,4,0.0015174221851630663,0.0061336219743674215,2.401336736089724,0.008167648324481469
4503121,27,47,27,2,0.0015174221851630663,0.0061336219743674215,2.401336736089724,0.008167648324481469
4504318,37,44,37,4,0.001998189610165226,0.03760176949503506,32.76607943651009,0.0
4504345,39,9,39,4,2.629196855480561e-05,0.026950287856683453,279.63194664205844,0.0
4505037,29,42,29,4,0.0024564210621204107,0.008157246615527006,2.5126030526015573,0.005992204856445471
4505698,39,9,39,2,2.629196855480561e-05,0.026950287856683453,279.63194664205844,0.0
4506991,38,46,38,8,0.00137845035137338,0.025930632029742568,26.64314973127951,0.0
4507151,37,42,37,2,0.0008338310027381206,0.017224339968939715,21.95609778708093,0.0
4507855,38,46,38,4,0.00137845035137338,0.025930632029742568,26.64314973127951,0.0
4508543,38,46,38,2,0.00137845035137338,0.025930632029742568,26.64314973127951,0.0
4508970,37,42,37,2,0.0008338310027381206,0.017224339968939715,21.95609778708093,0.0
4509369,36,16,36,4,2.629196855480561e-05,0.030793605973614444,325.68676644458105,0.0
4510190,41,43,41,2,0.0013371344007872571,0.028095439785401667,29.35415360935844,0.0
4510213,29,43,29,10,0.002584124909386609,0.009051406340690541,2.788011928505587,0.0026516295529864786
4510261,37,47,37,4,0.0006310072453153347,0.02014212433526284,30.58918288848001,0.0
4510766,40,45,40,4,0.0008713909578164145,0.02058136069148352,26.264762635387477,0.0
4510898,29,43,29,8,0.002584124909386609,0.009051406340690541,2.788011928505587,0.0026516295529864786
4511826,29,43,29,4,0.002584124909386609,0.009051406340690541,2.788011928505587,0.0026516295529864786
4511987,39,45,39,2,0.0007962710476598268,0.019922506157152492,26.37493927754951,0.0
