timestamp,A,X,B,Y,chiamate,p0,p_cappuccio,z,significativo
6209299,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6210572,44,30,44,30,3,0.0005859352992213821,0.00034113865687314436,-0.2850480984399091,0.6121963537319516
6211207,46,40,46,40,3,1.8779977539146866e-05,0.0009025960296435275,7.005827383316952,1.2276846206304981e-12
6213082,43,41,43,41,3,5.258393710961122e-05,0.0010465139005118858,4.865482609322688,5.708892548694777e-07
6213832,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6214153,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6216156,45,11,45,11,3,0.002013213592196544,0.0002594075203306202,-1.2078713971236703,0.8864516334041936
6216894,45,11,45,11,3,0.002013213592196544,0.0002594075203306202,-1.2078713971236703,0.8864516334041936
6217517,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6217887,44,25,44,25,3,0.0010967506882861768,0.00012615023248954818,-0.6404482004745691,0.7390593724693827
6217960,45,31,45,31,3,0.0005709113171900647,0.00033225483768373963,-0.2750727149317878,0.6083698132021166
6218088,44,25,44,25,3,0.0010967506882861768,0.00012615023248954818,-0.6404482004745691,0.7390593724693827
6218153,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6218322,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6218666,45,40,45,40,3,1.5023982031317493e-05,0.0006822773137462887,5.0747116924275995,1.94041982926052e-07
6218823,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6219204,45,31,45,31,3,0.0005709113171900647,0.00033225483768373963,-0.2750727149317878,0.6083698132021166
6219809,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6219917,8,36,8,36,3,3.7559955078293715e-06,0.0005703411919597883,6.979767151494527,1.4783729795908584e-12
6220051,43,12,43,12,3,0.0010328987646530774,0.00014214110703047683,-0.6521051923123217,0.7428333426411814
6220521,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6220528,43,12,43,12,3,0.0010328987646530774,0.00014214110703047683,-0.6521051923123217,0.7428333426411814
6221025,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
6221302,42,12,42,12,3,0.004045207161932234,0.0014978119153336495,-2.1391525382510728,0.9837883417050576
6221932,43,41,43,41,3,5.258393710961122e-05,0.0010465139005118858,4.865482609322688,5.708892548694777e-07
6222336,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6222627,45,39,45,39,3,0.0,0.0006325279262856219,inf,0.0
6222941,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6224081,47,30,47,30,3,0.0004619874474630128,0.00030204985243976334,-0.18975467928416032,0.5752493143743264
6224627,47,30,47,30,3,0.0004619874474630128,0.00030204985243976334,-0.18975467928416032,0.5752493143743264
6225030,47,13,47,13,3,0.002377545156455993,0.0005241453321748834,-1.397743873392442,0.9189050028820452
6225061,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6225603,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
6225784,9,39,9,39,3,3.7559955078293715e-06,0.0005721179557976692,7.0139279673622665,1.1586287484988136e-12
6226458,43,28,43,28,3,0.0008375869982459501,0.0005579038450946216,-0.31889502737262004,0.6250969423982504
6226769,46,39,46,39,3,1.5023982031317493e-05,0.0011708873691635528,10.924297027750445,0.0
