timestamp,event_type,n_1a,n_1b,n_2,n_3a,n_3b,n_3c,n_4a,n_4b,n_4c,n_4d,n_1_comune,n_2_comune
1467205465,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205470,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205477,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205486,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205495,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205500,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205509,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205517,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205524,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205531,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205538,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205547,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205553,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205559,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205566,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205572,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205579,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205585,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205591,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205598,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205602,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205609,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205615,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205621,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205630,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205636,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205642,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205650,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205657,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205664,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205673,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205682,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205687,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205694,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205700,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205706,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205713,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205719,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205732,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205738,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205742,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205755,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205765,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205772,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205910,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205916,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205925,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205929,1,1,122,0,0,0,0,0,0,0,0,0,2
1467205947,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206159,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206166,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206305,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206313,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206329,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206336,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206339,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206350,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206360,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206367,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206379,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206409,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206418,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206424,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206433,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206449,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206467,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206470,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206477,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206486,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206493,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206641,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206649,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206654,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206661,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206668,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206880,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206888,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206894,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206906,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206915,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206924,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206930,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206939,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206948,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206955,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206963,1,1,122,0,0,0,0,0,0,0,0,0,2
1467206969,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207191,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207404,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207413,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207419,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207426,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207434,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207445,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207454,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207470,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207608,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207619,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207627,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207642,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207652,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207656,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207665,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207676,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207816,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207834,1,1,122,0,0,0,0,0,0,0,0,0,2
1467207844,1,1,122,0,0,0,0,0,0,0,0,0,2
1467235133,0,1,122,0,0,0,0,0,0,0,0,0,2
1467287437,1,1,12,0,0,0,0,0,0,0,0,1,2
1467287437,0,1,12,0,0,0,0,0,0,0,0,1,2
1467294962,1,1,12,0,0,0,0,0,0,0,0,1,2
1467294965,1,1,12,0,0,0,0,0,0,0,0,1,2
1467294966,1,1,12,0,0,0,0,0,0,0,0,1,2
1467294969,1,1,12,0,0,0,0,0,0,0,0,1,2
1467294975,1,1,12,0,0,0,0,0,0,0,0,1,2
1467294977,1,1,12,0,0,0,0,0,0,0,0,1,2
1467295080,1,1,12,0,0,0,0,0,0,0,0,1,2
1467295082,1,1,12,0,0,0,0,0,0,0,0,1,2
1467295095,1,1,12,0,0,0,0,0,0,0,0,1,2
1467295096,1,1,12,0,0,0,0,0,0,0,0,1,2
1467295097,1,1,12,0,0,0,0,0,0,0,0,1,2
1467384072,1,1,1,0,0,0,0,0,0,0,0,1,0
1467405749,0,1,1,0,0,0,0,0,0,0,0,1,0
1467493621,8,0,0,0,0,0,0,0,0,1,0,0,0
1467731032,1,0,12,2,0,1,0,0,0,0,1,1,5
1467731033,1,0,12,2,0,1,0,0,0,0,1,1,5
1467731038,1,0,12,2,0,1,0,0,0,0,1,1,5
1467732671,9,0,12,2,0,1,0,0,0,0,1,1,5
1467733745,1,0,12,2,0,1,0,0,0,0,1,1,5
1467733747,1,0,12,2,0,1,0,0,0,0,1,1,5
1467735949,2,0,12,2,0,1,0,0,0,0,1,1,5
1467735951,2,0,12,2,0,1,0,0,0,0,1,1,5
1467736683,1,0,12,2,0,1,0,0,0,0,1,1,5
1467737567,1,0,12,2,0,1,0,0,0,0,1,1,5
1467737569,1,0,12,2,0,1,0,0,0,0,1,1,5
1467739112,1,0,12,2,0,1,0,0,0,0,1,1,5
1467739113,1,0,12,2,0,1,0,0,0,0,1,1,5
1467739178,1,0,12,2,0,1,0,0,0,0,1,1,5
1467739183,1,0,12,2,0,1,0,0,0,0,1,1,5
1467742112,4,0,12,2,0,1,0,0,0,0,1,1,5
1467840025,1,0,2,0,0,0,0,0,0,0,0,2,0
1467841070,1,0,2,0,0,0,0,0,0,0,0,2,0
1468164593,1,0,4,0,0,0,0,0,0,0,0,0,2
1468164596,1,0,4,0,0,0,0,0,0,0,0,0,2
1468164699,1,0,4,0,0,0,0,0,0,0,0,0,2
1468164702,1,0,4,0,0,0,0,0,0,0,0,0,2
1468368296,1,0,7,0,0,0,0,0,0,0,0,0,2
1468368425,1,0,7,0,0,0,0,0,0,0,0,0,2
1468368700,1,0,7,0,0,0,0,0,0,0,0,0,2
1468368780,1,0,7,0,0,0,0,0,0,0,0,0,2
1468368799,1,0,7,0,0,0,0,0,0,0,0,0,2
1468368844,1,0,7,0,0,0,0,0,0,0,0,0,2
1468402134,1,0,7,0,0,0,0,0,0,0,0,0,2
1468453047,0,3,0,0,0,0,0,0,0,0,0,0,3
1468453048,0,3,0,0,0,0,0,0,0,0,0,0,3
1468453050,0,3,0,0,0,0,0,0,0,0,0,0,3
1468667730,4,0,5,0,0,9,0,0,0,0,4,0,3
1468667730,1,0,5,0,0,9,0,0,0,0,4,0,3
1468667731,4,0,5,0,0,9,0,0,0,0,4,0,3
1468667731,1,0,5,0,0,9,0,0,0,0,4,0,3
1468667733,4,0,5,0,0,9,0,0,0,0,4,0,3
1468667733,1,0,5,0,0,9,0,0,0,0,4,0,3
1468667808,1,0,5,0,0,9,0,0,0,0,4,0,3
1468667812,1,0,5,0,0,9,0,0,0,0,4,0,3
1468667847,4,0,5,0,0,9,0,0,0,0,4,0,3
1468667848,4,0,5,0,0,9,0,0,0,0,4,0,3
1468667849,4,0,5,0,0,9,0,0,0,0,4,0,3
1468668983,4,0,5,0,0,9,0,0,0,0,4,0,3
1468668985,4,0,5,0,0,9,0,0,0,0,4,0,3
1468669078,9,0,5,0,0,9,0,0,0,0,4,0,3
1468669295,9,0,5,0,0,9,0,0,0,0,4,0,3
1468669359,4,0,5,0,0,9,0,0,0,0,4,0,3
1468705448,9,0,5,0,0,9,0,0,0,0,4,0,3
1468705449,9,0,5,0,0,9,0,0,0,0,4,0,3
1468779606,1,0,1,0,0,0,0,0,0,0,0,0,0
1469103435,1,1,25,0,0,0,0,0,0,0,0,0,3
1469103507,0,1,25,0,0,0,0,0,0,0,0,0,3
1469104312,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104314,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104326,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104394,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104399,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104401,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104406,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104661,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104666,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104698,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104699,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104700,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104705,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104706,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104707,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104732,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104737,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104738,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104740,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104746,1,1,25,0,0,0,0,0,0,0,0,0,3
1469104751,1,1,25,0,0,0,0,0,0,0,0,0,3
1469115999,1,1,25,0,0,0,0,0,0,0,0,0,3
1469129651,1,1,25,0,0,0,0,0,0,0,0,0,3
1469129652,1,1,25,0,0,0,0,0,0,0,0,0,3
1469191083,2,0,4,2,0,0,0,0,0,0,2,3,2
1469191084,2,0,4,2,0,0,0,0,0,0,2,3,2
1469191542,1,0,4,2,0,0,0,0,0,0,2,3,2
1469214235,1,0,4,2,0,0,0,0,0,0,2,3,2
1469224061,1,0,4,2,0,0,0,0,0,0,2,3,2
1469224209,1,0,4,2,0,0,0,0,0,0,2,3,2
1469230173,9,0,4,2,0,0,0,0,0,0,2,3,2
1469230176,9,0,4,2,0,0,0,0,0,0,2,3,2
1469309202,0,2,2,0,0,0,0,0,0,0,0,1,2
1469309204,0,2,2,0,0,0,0,0,0,0,0,1,2
1469310197,1,2,2,0,0,0,0,0,0,0,0,1,2
1469310199,1,2,2,0,0,0,0,0,0,0,0,1,2
1469398181,1,0,1,0,0,0,0,0,0,0,0,0,0
1469454510,9,0,0,0,0,0,0,0,0,0,1,0,0
1469620310,1,0,1,0,0,0,0,0,0,0,0,0,0
1469820361,1,0,2,0,0,0,0,0,0,0,0,2,0
1469821599,1,0,2,0,0,0,0,0,0,0,0,2,0
1470062830,1,0,8,0,0,0,0,0,0,0,0,2,2
1470062831,1,0,8,0,0,0,0,0,0,0,0,2,2
1470088915,1,0,8,0,0,0,0,0,0,0,0,2,2
1470088919,1,0,8,0,0,0,0,0,0,0,0,2,2
1470088995,1,0,8,0,0,0,0,0,0,0,0,2,2
1470088996,1,0,8,0,0,0,0,0,0,0,0,2,2
1470089029,1,0,8,0,0,0,0,0,0,0,0,2,2
1470089031,1,0,8,0,0,0,0,0,0,0,0,2,2
1470145078,0,2,8,0,0,0,0,0,0,0,0,1,3
1470145080,0,2,8,0,0,0,0,0,0,0,0,1,3
1470145777,1,2,8,0,0,0,0,0,0,0,0,1,3
1470145812,1,2,8,0,0,0,0,0,0,0,0,1,3
1470145822,1,2,8,0,0,0,0,0,0,0,0,1,3
1470145920,1,2,8,0,0,0,0,0,0,0,0,1,3
1470169277,1,2,8,0,0,0,0,0,0,0,0,1,3
1470169863,1,2,8,0,0,0,0,0,0,0,0,1,3
1470170933,1,2,8,0,0,0,0,0,0,0,0,1,3
1470170934,1,2,8,0,0,0,0,0,0,0,0,1,3
1470218623,1,0,9,0,0,0,0,0,0,0,4,1,6
1470219889,9,0,9,0,0,0,0,0,0,0,4,1,6
1470220486,9,0,9,0,0,0,0,0,0,0,4,1,6
1470221010,9,0,9,0,0,0,0,0,0,0,4,1,6
1470223404,1,0,9,0,0,0,0,0,0,0,4,1,6
1470223539,1,0,9,0,0,0,0,0,0,0,4,1,6
1470223904,9,0,9,0,0,0,0,0,0,0,4,1,6
1470228282,1,0,9,0,0,0,0,0,0,0,4,1,6
1470228283,1,0,9,0,0,0,0,0,0,0,4,1,6
1470257302,1,0,9,0,0,0,0,0,0,0,4,1,6
1470258618,1,0,9,0,0,0,0,0,0,0,4,1,6
1470258620,1,0,9,0,0,0,0,0,0,0,4,1,6
1470258668,1,0,9,0,0,0,0,0,0,0,4,1,6
1470311225,1,2,13,0,0,0,0,0,0,0,0,1,5
1470311263,1,2,13,0,0,0,0,0,0,0,0,1,5
1470311374,1,2,13,0,0,0,0,0,0,0,0,1,5
1470311395,1,2,13,0,0,0,0,0,0,0,0,1,5
1470338591,1,2,14,1,0,0,0,0,0,0,0,1,5
1470338593,1,2,14,1,0,0,0,0,0,0,0,1,5
1470338658,1,2,14,1,0,0,0,0,0,0,0,1,5
1470338660,1,2,14,1,0,0,0,0,0,0,0,1,5
1470338685,1,2,14,1,0,0,0,0,0,0,0,1,5
1470338686,1,2,14,1,0,0,0,0,0,0,0,1,5
1470352226,0,2,14,1,0,0,0,0,0,0,0,1,5
1470352226,1,2,14,1,0,0,0,0,0,0,0,1,5
1470352569,1,2,14,1,0,0,0,0,0,0,0,1,5
1470352569,0,2,14,1,0,0,0,0,0,0,0,1,5
1470352985,1,2,14,1,0,0,0,0,0,0,0,1,5
1470358379,2,2,10,1,0,0,0,0,0,0,0,1,4
1470359327,1,2,10,1,0,0,0,0,0,0,0,1,4
1470426393,9,0,0,0,0,0,0,0,0,0,1,0,0
1470514190,1,0,5,1,0,0,0,0,0,0,0,0,2
1470514671,1,0,5,1,0,0,0,0,0,0,0,0,2
1470514672,1,0,5,1,0,0,0,0,0,0,0,0,2
1470515339,1,0,5,1,0,0,0,0,0,0,0,0,2
1470515472,1,0,5,1,0,0,0,0,0,0,0,0,2
1470516427,2,0,5,1,0,0,0,0,0,0,0,0,2
1470569919,1,1,4,0,0,0,0,0,0,0,0,0,2
1470569920,1,1,4,0,0,0,0,0,0,0,0,0,2
1470569976,1,1,4,0,0,0,0,0,0,0,0,0,2
1470574374,0,1,4,0,0,0,0,0,0,0,0,0,2
1470578901,1,1,4,0,0,0,0,0,0,0,0,0,2
1470629463,1,0,12,0,0,0,0,0,0,0,1,0,2
1470629464,1,0,12,0,0,0,0,0,0,0,1,0,2
1470629673,1,0,12,0,0,0,0,0,0,0,1,0,2
1470629674,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630231,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630232,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630545,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630769,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630772,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630960,1,0,12,0,0,0,0,0,0,0,1,0,2
1470630963,1,0,12,0,0,0,0,0,0,0,1,0,2
1470631384,1,0,12,0,0,0,0,0,0,0,1,0,2
1470665475,9,0,12,0,0,0,0,0,0,0,5,0,4
1470694819,9,0,0,0,0,0,0,0,0,0,5,0,2
1470694823,9,0,0,0,0,0,0,0,0,0,5,0,2
1470694824,9,0,0,0,0,0,0,0,0,0,5,0,2
1470694828,9,0,0,0,0,0,0,0,0,0,5,0,2
1470741334,1,0,8,1,0,2,0,0,0,0,2,0,3
1470741339,1,0,8,1,0,2,0,0,0,0,2,0,3
1470741400,9,0,8,1,0,2,0,0,0,0,2,0,3
1470741405,9,0,8,1,0,2,0,0,0,0,2,0,3
1470741769,4,0,8,1,0,2,0,0,0,0,2,0,3
1470741774,4,0,8,1,0,2,0,0,0,0,2,0,3
1470750681,1,0,8,1,0,2,0,0,0,0,2,0,3
1470750715,1,0,8,1,0,2,0,0,0,0,2,0,3
1470750740,1,0,8,1,0,2,0,0,0,0,2,0,3
1470750747,1,0,8,1,0,2,0,0,0,0,2,0,3
1470751082,2,0,8,1,0,2,0,0,0,0,2,0,3
1470751088,1,0,8,1,0,2,0,0,0,0,2,0,3
1470751090,1,0,8,1,0,2,0,0,0,0,2,0,3
1470809410,2,0,5,6,0,0,0,0,0,0,3,1,3
1470832105,2,0,5,6,0,0,0,0,0,0,3,1,3
1470832105,9,0,5,6,0,0,0,0,0,0,3,1,3
1470832965,2,0,5,6,0,0,0,0,0,0,3,1,3
1470832965,9,0,5,6,0,0,0,0,0,0,3,1,3
1470833264,2,0,5,6,0,0,0,0,0,0,3,1,3
1470833700,1,0,5,6,0,0,0,0,0,0,3,1,3
1470839923,9,0,5,6,0,0,0,0,0,0,3,1,3
1470841768,2,0,5,6,0,0,0,0,0,0,3,1,3
1470842458,1,0,5,6,0,0,0,0,0,0,3,1,3
1470842486,1,0,5,6,0,0,0,0,0,0,3,1,3
1470843166,1,0,5,7,0,0,0,0,0,0,3,0,4
1470843789,2,0,5,7,0,0,0,0,0,0,3,0,4
1470844424,1,0,5,7,0,0,0,0,0,0,3,0,4
1470886243,2,0,2,2,0,0,0,0,0,0,0,0,2
1470933453,1,0,3,0,0,0,0,0,0,0,0,2,0
1470933457,1,0,3,0,0,0,0,0,0,0,0,2,0
1470940647,1,0,3,0,0,0,0,0,0,0,0,2,0
1471019553,9,0,9,0,0,0,0,0,0,0,2,1,2
1471019618,9,0,9,0,0,0,0,0,0,0,2,1,2
1471035416,1,0,9,0,0,0,0,0,0,0,2,1,2
1471036451,1,0,9,0,0,0,0,0,0,0,2,1,2
1471036529,1,0,9,0,0,0,0,0,0,0,2,1,2
1471038729,1,0,9,0,0,0,0,0,0,0,2,1,2
1471038863,1,0,9,0,0,0,0,0,0,0,2,1,2
1471038877,1,0,9,0,0,0,0,0,0,0,2,1,2
1471038901,1,0,9,0,0,0,0,0,0,0,2,1,2
1471038928,1,0,9,0,0,0,0,0,0,0,2,1,2
1471038928,1,0,9,0,0,0,0,0,0,0,2,1,2
1471095077,2,0,29,3,0,0,0,0,0,0,4,0,5
1471110676,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110680,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110801,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110802,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110807,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110828,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110833,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110840,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110844,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110900,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110901,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110902,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110906,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110926,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110931,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110977,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110978,1,0,29,3,0,0,0,0,0,0,4,0,5
1471110982,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111002,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111007,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111069,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111073,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111086,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111087,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111099,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111103,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111232,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111237,1,0,29,3,0,0,0,0,0,0,4,0,5
1471111252,1,0,29,3,0,0,0,0,0,0,4,0,5
1471118044,9,0,29,3,0,0,0,0,0,0,4,0,5
1471118048,9,0,29,3,0,0,0,0,0,0,4,0,5
1471118800,9,0,29,3,0,0,0,0,0,0,4,0,5
1471118801,9,0,29,3,0,0,0,0,0,0,4,0,5
