timestamp,u1,u2,u3,chiamate,p0,p_cappuccio,z,significativo,evento,u4
1467205591,2030,1935,2030,22,0.0,0.0252078542366884,inf,0.0,1b,
1467205598,2030,1935,2030,22,0.0,0.0252078542366884,inf,0.0,1b,
1467205602,2030,1935,2030,22,0.0,0.0252078542366884,inf,0.0,1b,
1467205609,1935,2030,1935,114,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467205615,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205621,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205630,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205636,2030,1935,2030,22,0.0,0.0252078542366884,inf,0.0,1b,
1467205642,2030,1935,2030,22,0.0,0.0252078542366884,inf,0.0,1b,
1467205650,2030,1935,2030,22,0.0,0.0252078542366884,inf,0.0,1b,
1467205657,1935,2030,1935,112,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467205664,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205673,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205682,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205687,2030,1935,2030,20,0.0,0.0252078542366884,inf,0.0,1b,
1467205694,1935,2030,1935,106,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467205700,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205706,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205713,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205719,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205732,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205738,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205742,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205755,1935,2030,1935,92,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467205765,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467205772,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467205910,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205916,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205925,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205929,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467205947,1935,2030,1935,94,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206159,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467206166,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467206305,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467206313,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467206329,2030,1935,2030,18,0.0,0.0252078542366884,inf,0.0,1b,
1467206336,1935,2030,1935,90,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206339,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467206350,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467206360,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467206367,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467206379,2030,1935,2030,16,0.0,0.0252078542366884,inf,0.0,1b,
1467206409,1935,2030,1935,80,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206418,2030,1935,2030,14,0.0,0.0252078542366884,inf,0.0,1b,
1467206424,2030,1935,2030,14,0.0,0.0252078542366884,inf,0.0,1b,
1467206433,2030,1935,2030,14,0.0,0.0252078542366884,inf,0.0,1b,
1467206449,2030,1935,2030,14,0.0,0.0252078542366884,inf,0.0,1b,
1467206467,1935,2030,1935,72,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206470,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206477,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206486,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206493,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206641,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206649,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206654,2030,1935,2030,12,0.0,0.0252078542366884,inf,0.0,1b,
1467206661,1935,2030,1935,58,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206668,2030,1935,2030,10,0.0,0.0252078542366884,inf,0.0,1b,
1467206880,2030,1935,2030,10,0.0,0.0252078542366884,inf,0.0,1b,
1467206888,2030,1935,2030,10,0.0,0.0252078542366884,inf,0.0,1b,
1467206894,1935,2030,1935,52,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206906,2030,1935,2030,8,0.0,0.0252078542366884,inf,0.0,1b,
1467206915,2030,1935,2030,8,0.0,0.0252078542366884,inf,0.0,1b,
1467206924,2030,1935,2030,8,0.0,0.0252078542366884,inf,0.0,1b,
1467206930,2030,1935,2030,8,0.0,0.0252078542366884,inf,0.0,1b,
1467206939,2030,1935,2030,8,0.0,0.0252078542366884,inf,0.0,1b,
1467206948,2030,1935,2030,8,0.0,0.0252078542366884,inf,0.0,1b,
1467206955,1935,2030,1935,40,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467206963,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467206969,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467207191,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467207404,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467207413,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467207419,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467207426,2030,1935,2030,6,0.0,0.0252078542366884,inf,0.0,1b,
1467207434,1935,2030,1935,26,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467207445,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207454,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207470,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207608,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207619,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207627,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207642,2030,1935,2030,4,0.0,0.0252078542366884,inf,0.0,1b,
1467207652,1935,2030,1935,12,8.811349017534584e-05,0.0243233681231204,11.254399310208504,0.0,1b,
1467207656,2030,1935,2030,2,0.0,0.0252078542366884,inf,0.0,1b,
1467207665,2030,1935,2030,2,0.0,0.0252078542366884,inf,0.0,1b,
1467207676,2030,1935,2030,2,0.0,0.0252078542366884,inf,0.0,1b,
1467207816,2030,1935,2030,2,0.0,0.0252078542366884,inf,0.0,1b,
1467207834,2030,1935,2030,2,0.0,0.0252078542366884,inf,0.0,1b,
1467207844,2030,1935,2030,2,0.0,0.0252078542366884,inf,0.0,1b,
1468667730,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1468667731,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1468667733,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104312,1788,1766,1788,20,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104314,1788,1766,1788,20,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104326,1788,1766,1788,20,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104698,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104699,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104700,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104705,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104706,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104707,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104738,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1469104740,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1470258618,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1470258620,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1470338591,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1470338593,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1470338685,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1470338686,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1470629463,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1470629464,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1470629673,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1470629674,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1470630231,1935,2050,1935,12,0.0,0.0011793148180906,inf,0.0,1b,
1470630232,1935,2050,1935,12,0.0,0.0011793148180906,inf,0.0,1b,
1470630769,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1470630772,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1470631384,1935,2050,1935,8,0.0,0.0011793148180906,inf,0.0,1b,
1471110801,1765,1766,1765,40,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471110802,1765,1766,1765,40,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471110900,1765,1766,1765,30,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471110901,1765,1766,1765,30,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471110902,1765,1766,1765,30,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471110977,1765,1766,1765,24,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471110978,1765,1766,1765,48,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471111086,1765,1766,1765,14,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471111087,1765,1766,1765,14,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471111099,1765,1766,1765,14,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471111252,1765,1766,1765,16,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471396971,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1471441323,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1471441327,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1471450388,1931,1791,1931,10,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1471450389,1931,1791,1931,10,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1471450473,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1471471167,1931,1791,1931,16,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1471471278,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472559405,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472559420,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472559428,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472559729,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472561975,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472561977,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472561978,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472561979,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472561988,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472561989,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472562677,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472562678,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472849965,1765,1766,1765,8,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472849966,1765,1766,1765,8,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472849967,1765,1766,1765,8,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472850062,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472850063,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472904947,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472904951,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1472993194,1765,1766,1765,6,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472993196,1765,1766,1765,12,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472995026,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472995028,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1472995029,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473092588,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1473092589,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1473092664,1931,1791,1931,2,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1473092665,1931,1791,1931,2,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1473200043,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473200045,1765,1766,1765,4,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473419681,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473419683,1765,1766,1765,4,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473542653,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473542655,1765,1766,1765,4,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473546947,1765,1766,1765,12,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473546949,1765,1766,1765,24,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473547809,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473547811,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473547812,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473804605,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473804607,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473890839,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473890840,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1473890842,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474027150,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1474027420,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1474157159,1765,1766,1765,8,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474157160,1765,1766,1765,8,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474157161,1765,1766,1765,8,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474157411,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474157412,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474157414,1765,1766,1765,2,0.0014391870061973,0.00728226900171,2.6157266104446166,0.0044518908291325,1b,
1474168376,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1474168379,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1474168516,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1474168517,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1474292498,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475061577,1931,1791,1931,16,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475079480,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475079482,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475082176,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475082178,1931,1791,1931,16,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475082242,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475082244,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1475364615,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475364618,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365165,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365167,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365168,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365565,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365567,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365568,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365571,1788,1766,1788,4,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1475365573,1788,1766,1788,8,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1476713301,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1476713303,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477051405,1931,1791,1931,8,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477051407,1931,1791,1931,12,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477067946,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477067947,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477067948,1931,1791,1931,4,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477067956,1931,1791,1931,2,0.000939877228537,0.0062208856654283,1.9345090144660324,0.0265252874033659,1b,
1477098297,1788,1766,1788,56,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
1477098299,1788,1766,1788,112,0.0008223925749698,0.0184562769031192,10.293571055719244,0.0,1b,
